ori,ori9,crosswalk_agency_name,census_name,population,fips_state_county_code,state
MN06505,,Bird Island Police Department,,,27129,NA
MN06804,,Greenbush Police Department,,,27135,NA
MN06904,,Buhl Police Department,,,27137,NA
MN06919,,Cook Police Department,,,27137,NA
MN06942,,Duluth Township Police Department,,,27137,NA
MN06916,,Kinney Police Department,,,27137,NA
MN06940,,White Township Police Department,,,27137,NA
MN07203,,Green Isle Police Department,,,27143,NA
MN07309,,Brooten Village Police Department,,,27145,NA
MN07315,,Holdingford Police Department,,,27145,NA
MN07603,,Kerkhoven Police Department,,,27151,NA
MN07703,,Bertha Police Department,,,27153,NA
MN07704,,Browerville Police Department,,,27153,NA
MN07707,,Clarissa Village Police Department,,,27153,NA
MN07709,,Hewitt Police Department,,,27153,NA
MN07906,,Kellogg Village Police Department,,,27157,NA
MS00302,,Liberty Police Department,,,28005,NA
MS00501,,Ashland Police Department,,,28009,NA
MS00606,,Delta State University Police,,,28011,NA
MS00607,,Merigold Police Department,,,28011,NA
MS01202,,Shubuta Police Department,,,28023,NA
MS01422,,Friars Point Police Department,,,28027,NA
MS01402,,Jonestown Police Department,,,28027,NA
MS01503,,Wesson Police Department,,,28029,NA
MS04302,,Copiah-Lincoln Junior College Police,,,28029,NA
MS01803,,University Of Southern Mississippi Police,,,28035,NA
MS03406,,Hattiesburg-Laurel Regional Airport Police,,,28035,NA
MS01905,,Bude Police Department,,,28037,NA
MS01901,,Meadville Police Department,,,28037,NA
MS01504,,Hinds Community College-Utica Police,,,28049,NA
MS02801,,Mayersville Police Department,,,28055,NA
MS02903,,Mantachie Police Department,,,28057,NA
MS01102,,Alcorn State University Police,,,28063,NA
MS03302,,Bassfield Police Department,,,28065,NA
MS03503,,Scooba Police Department,,,28069,NA
MS03803,,Marion Police Department,,,28075,NA
MS03901,,Monticello Police Department,,,28077,NA
MS03902,,New Hebron Police Department,,,28077,NA
MS04203,,Mississippi Valley State University Police,,,28083,NA
MS04402,,Mississippi University For Women Security,,,28087,NA
MS04104,,Nettleton Police Department,,,28095,NA
MSTRIB1,,Choctaw Law Enforcement Services,,,28099,NA
MS05302,,Maben Police Department,,,28105,NA
MS05402,,Sardis Town Police Department,,,28107,NA
MS05603,,Beaumont Police Department,,,28111,NA
MS05601,,Richton Police Department,,,28111,NA
MS05704,,Southwest Mississippi Junior College Security,,,28113,NA
MS06002,,Lambert Town Police Department,,,28119,NA
MS06003,,Sledge Police Department,,,28119,NA
MS05105,,Lake Police Department,,,28123,NA
MS06302,,Anguilla Police Department,,,28125,NA
MS06603,,Mississippi Gulf Coast Community College,,,28131,NA
MS06802,,Tutwiler Police Department,,,28135,NA
MS07103,,Belmont Police Department,,,28141,NA
MS07102,,Burnsville Police Department,,,28141,NA
MS07703,,State Line Police Department,,,28153,NA
MS07902,,Centreville Police Department,,,28157,NA
MS07901,,Woodville Police Department,,,28157,NA
MS08202,,Bentonia Police Department,,,28163,NA
MO00102,,Novinger Police Department,,,29001,NA
MO00301,,Fairfax Police Department,,,29005,NA
MO01306,,Kingston Police Department,,,29025,NA
MO01507,,Macks Creek Police Department,,,29029,NA
MO02207,,Sparta Police Department,,,29043,NA
MO02401,,Avondale Police Department,,,29047,NA
MO02702,,Bunceton Police Department,,,29053,NA
MO03205,,Clarksdale Police Department,,,29063,NA
MO03206,,Union Star Police Department,,,29063,NA
MO03801,,Albany City Police Department,,,29075,NA
MO04207,,Calhoun Police Department,,,29083,NA
MO04402,,Forest City Police Department,,,29087,NA
MO04504,,Armstrong Police Department,,,29089,NA
MO04814,,Levasy Police Department,,,29095,NA
MO05204,,Twin Bridges Police Department,,,29105,NA
MO05808,,Browning Police Department,,,29115,NA
MO02605,,Goodman Police Department,,,29119,NA
MO06105,,Atlanta Police Department,,,29121,NA
MO06101,,Bevier Police Department,,,29121,NA
MO06106,,Callao Police Department,,,29121,NA
MO06703,,Anniston Police Department,,,29133,NA
MO06807,,Clarksburg Police Department,,,29135,NA
MO06903,,Paris City Police Department,,,29137,NA
MO07213,,Tallapoosa Police Department,,,29143,NA
MO07804,,Holland Police Department,,,29155,NA
MO07903,,Frohna Police Department,,,29157,NA
MO08005,,Green Ridge Police Department,,,29159,NA
MO08310,,Dearborn Police Department,,,29165,NA
MO095C0,,Florissant Valley Community College Police,,,29189,NA
MO09535,,Grantwood Village Police Department,,,29189,NA
MO09901,,Lancaster Police Department,,,29197,NA
MO10602,,Green City Police Department,,,29211,NA
MO10905,,Walker Police Department,,,29217,NA
MO11202,,Williamsville Police Department,,,29223,NA
MO11401,,Grant City Police Department,,,29227,NA
MT00703,,Cascade Police Department,,,30013,NA
MTTRIB1,,Blackfeet Tribal Law Enforcement,,,30035,NA
MT02002,,Drummond Police Department,,,30039,NA
MTLSB00,,Montana Livestock Department Brands & Enforcement,,,30049,NA
MT02801,,Circle Police Department,,,30055,NA
MT05303,,Opheim Police Department,,,30105,NA
MT05605,,Billings Logan International Airport Police,,,30111,NA
NB00802,,Lynch Police Department,,,31015,NA
NB02102,,Sargent Police Department,,,31041,NA
NB02601,,Wakefield Police Department,,,31051,NA
NB03003,,Exeter Police Department,,,31059,NA
NB03002,,Fairmont Police Department,,,31059,NA
NB03304,,Beaver City Police Department,,,31065,NA
NB04503,,Stuart Police Department,,,31089,NA
NB05406,,Niobrara Police Department,,,31107,NA
NB05506,,Nebraska Game And Parks Commission,,,31109,NA
NB06903,,Loomis Police Department,,,31137,NA
NB08701,,Pender Police Department,,,31173,NA
NB09102,,Blue Hill Police Department,,,31181,NA
NV00102,,Fallon Tribal Police Department,,,32001,NA
NVTRIB5,,Te-Moak Tribal Law Enforcement,,,32007,NA
NVTRIB6,,Walker River Tribal Police Department,,,32021,NA
NVTRIB1,,Duckwater Police Department,,,32023,NA
NVTRIB4,,Reno-Sparks Tribal Police Department,,,32031,NA
NV01702,,Ely Tribal Police Department,,,32033,NA
NV01318,,Nevada Department Of Forestry-Law Enforcement,,,32510,NA
NH00458,,Shelburne Police Department,,,33007,NA
NH00460,,Stark Police Department,,,33007,NA
NH00462,,Stewartstown Police Department,,,33007,NA
NH00522,,Easton Police Department,,,33009,NA
NH00542,,Landaff Police Department,,,33009,NA
NH00558,,Monroe Police Department,,,33009,NA
NH00759,,New Hampshire Fish & Game Law Enforcement Division,,,33013,NA
NJ00341,,Burlington County Bridge Police,,,34005,NA
NJ00441,,Cherry Hill School District Police,,,34007,NA
NJ00518,,Delaware River Port Authority Police,,,34007,NA
NJ00440,,Lower Camden County Regional High School Police,,,34007,NA
NMTRIB4,,Ramah Navajo Division Of Public Safety,,,35006,NA
NM01102,,Roy Police Department,,,35021,NA
NM01705,,University Of New Mexico-Gallup Police,,,35031,NA
NM02003,,San Jon Village Police Department,,,35037,NA
NMTRIB5,,Sandia Pueblo Tribal Police Department,,,35043,NA
NM02702,,Williamsburg Police Department,,,35051,NA
NMTRIB2,,Picuris Pueblo Law Enforcement,,,35055,NA
NY00156,,New York Environmental Conservation Police Department,,,36001,NA
NY00204,,Suny  Agriculture Tech-Alfred Security,,,36003,NA
NY00221,,Belmont Police Department,,,36003,NA
NY00402,,Carrollton Town Police Department,,,36009,NA
NYTRIB1,,Seneca Nation Police Department,,,36013,NA
NY00604,,Suny -Fredonia Police Department,,,36013,NA
NY00675,,North Harmony Police Department,,,36013,NA
NY01204,,Suny -Delhi Police,,,36025,NA
NY01243,,Roxbury Town Police Department,,,36025,NA
NY01259,,New York City Environmental Protection Police,,,36025,NA
NY01368,,Hudson River Psychiatric Center Safety Division,,,36027,NA
NY01469,,Suny -University Of Buffalo Public Safety,,,36029,NA
NY01434,,North Collins Police Department,,,36029,NA
NY01626,,St Regis Mohawk Police Department,,,36033,NA
NY01723,,Broadalbin Police Department,,,36035,NA
NY02235,,Chaumont Police Department,,,36045,NA
NY02251,,Evans Mills Village Police Department,,,36045,NA
NY02236,,Philadelphia Village Police Department,,,36045,NA
NY02504,,Suny -Geneseo Department Of Public Safety,,,36051,NA
NY02604,,New York State University-Morrisville Police,,,36053,NA
NY03255,,Oneida Indian Nation Police,,,36053,NA
NY02968,,Suny -Farmingdale Police,,,36059,NA
NY02301,,New York City Department Of Sanitation,,,36061,NA
NY03096,,City College Of New York Public Safety,,,36061,NA
NY06204,,Suny  Maritime College Campus Security,,,36061,NA
NY02304,,Suny  Downs Medical Center Public Safety,,,36061,NA
NY03097,,New York City School Security Officers,,,36061,NA
NY02326,,New York City Fire Department Investigation Bureau,,,36061,NA
NY03032,,Waterfront Commission Of New York Harbor,,,36061,NA
NYNJP0A,,Port Authority Police Of New York And New Jersey,,,36061,NA
NY03369,,Suny  Environmental Science/Forestry Police,,,36067,NA
NY03704,,Suny -Oswego Department Of Public Safety,,,36075,NA
NY00924,,Oneonta Town Constabulary Department,,,36077,NA
NY04157,,Troy Housing Authority Department Of Public Safety,,,36083,NA
NY04469,,Suny  Technical College-Canton Public Safety,,,36089,NA
NY04704,,Suny  Agriculture Tech-Cobleskill Security,,,36095,NA
NY05202,,Bethel Town Police Department,,,36105,NA
NY05824,,Macedon Police Department,,,36117,NA
NY05951,,Cortlandt Manor Police Department,,,36119,NA
NY05971,,North Salem Town Police Department,,,36119,NA
NY05942,,Somers Town Police Department,,,36119,NA
NC00805,,Askewville Town Police Department,,,37015,NA
NC01012,,Sandy Creek Police Department,,,37019,NA
NC01015,,Bruswick Community College Public Safety Department,,,37019,NA
NC01206,,Broughton State Mental Hospital Police,,,37023,NA
NC02305,,Fallston Police Department,,,37045,NA
NC02605,,Stedman Police Deparment,,,37051,NA
NC03615,,Gaston Community College Police Department,,,37071,NA
NC03905,,Stem Police Department,,,37077,NA
NC03904,,Stovall Police Department,,,37077,NA
NC05203,,Pollocksville Police Department,,,37103,NA
NC05303,,Lee County High School Police,,,37105,NA
NC06607,,Severn Police Department,,,37131,NA
NC08305,,East Laurinburg Police Department,,,37165,NA
NC92900,,North Carolina State Alcohol Law Enforcement Division,,,37183,NA
NC09403,,Creswell Police Department,,,37187,NA
ND00302,,Leeds Police Department,,,38005,NA
ND00303,,Maddock Police Department,,,38005,NA
ND00505,,Westhope Police Department,,,38009,NA
ND00603,,Rhame Police Department,,,38011,NA
ND00702,,Columbus Police Department,,,38013,NA
ND00904,,Kindred Police Department,,,38017,NA
ND01503,,Strasburg Police Department,,,38029,NA
ND02102,,New England Police Department,,,38041,NA
ND02601,,Ashley Police Department,,,38051,NA
ND02906,,Golden Valley Police Department,,,38057,NA
ND02905,,Pick City Police Department,,,38057,NA
ND02904,,Zap Police Department,,,38057,NA
ND03202,,Lakota Police Department,,,38063,NA
ND03301,,Center City Police Department,,,38065,NA
ND04101,,Forman Police Department,,,38081,NA
ND04202,,Mcclusky Police Department,,,38083,NA
ND04803,,Rock Lake Police Department,,,38095,NA
ND05002,,Park River Police Department,,,38099,NA
OH00206,,Beaverdam Village Police Department,,,39003,NA
OH00208,,Harrod Police Department,,,39003,NA
OH00209,,Lafayette Village Police Department,,,39003,NA
OH00305,,Hayesville Police Department,,,39005,NA
OH00505,,Amesville Village Police Department,,,39009,NA
OH00708,,Belmont Police Department,,,39013,NA
OH00712,,Holloway Police Department,,,39013,NA
OH00805,,Hamersville Police Department,,,39015,NA
OH00904,,Millville Police Department,,,39017,NA
OH00908,,Seven Mile Police Department,,,39017,NA
OH01007,,Sherrodsville Police Department,,,39019,NA
OH01203,,Catawba Police Department,,,39023,NA
OH01207,,Lawrenceville Police Department,,,39023,NA
OH01208,,North Hampton Police Department,,,39023,NA
OH01212,,Clark State Community College Police,,,39023,NA
OH01406,,Martinsville Police Department,,,39027,NA
OH01408,,Village Of Port William Police Department,,,39027,NA
OH01509,,Hanoverton Police Department,,,39029,NA
OH01511,,Rogers Police Department,,,39029,NA
OH01512,,Summitville Police Department,,,39029,NA
OH01917,,Rossburg Police Department,,,39037,NA
OH01919,,Versailles Police Department,,,39037,NA
OH02003,,Ney Police Department,,,39039,NA
OH02004,,Sherwood Police Department,,,39039,NA
OH02103,,Galena Police Department,,,39041,NA
OH02201,,Castalia Police Department,,,39043,NA
OH02304,,Bremen Police Department,,,39045,NA
OH02529,,Columbus Metro Park District Police,,,39049,NA
OH02522,,New Rome Police Department,,,39049,NA
OH02705,,Crown City Police Department,,,39053,NA
OH02707,,Vinton Village Police Department,,,39053,NA
OH02816,,Newbury Township Police Department,,,39055,NA
OH02811,,Thompson Township Police Department,,,39055,NA
OH02910,,Spring Valley Police Department,,,39057,NA
OH03409,,Scio Police Department,,,39067,NA
OH03506,,Liberty Center Police Department,,,39069,NA
OH03507,,Malinta Police Department,,,39069,NA
OH03703,,Murray City Police Department,,,39073,NA
OH03804,,Killbuck Police Department,,,39075,NA
OH03806,,Nashville Police Department,,,39075,NA
OH04110,,Bloomingdale Village Police Department,,,39081,NA
OH04115,,New Alexandria Police Department,,,39081,NA
OH04119,,Stratton Police Department,,,39081,NA
OH04303,,Grand River Police Department,,,39085,NA
OH04315,,Lakeline Police Department,,,39085,NA
OH04504,,Hartford Village Police Department,,,39089,NA
OH04606,,Lakeview Police Department,,,39091,NA
OH04615,,Stokes Township (Logan County) Police Department,,,39091,NA
OH04715,,South Amherst Police Department,,,39093,NA
OH04821,,Harding Township Police Department,,,39095,NA
OH04814,,Medical College Of Ohio Police,,,39095,NA
OH05103,,Green Camp Police Department,,,39101,NA
OH05507,,Fletcher Police Department,,,39109,NA
OH05508,,Laura Police Department,,,39109,NA
OH05510,,Pleasant Hill Police Department,,,39109,NA
OH05511,,Potsdam Police Department,,,39109,NA
OH05717,,Clayton Police Department,,,39113,NA
OH05721,,Phillipsburg Police Department,,,39113,NA
OH05732,,Five Rivers Metro Park District Rangers,,,39113,NA
OH06002,,Dresden Police Department,,,39119,NA
OH06103,,Belle Valley Police Department,,,39121,NA
OH06211,,Danbury Township Police Department,,,39123,NA
OH06210,,Harris Township Police Department,,,39123,NA
OH06302,,Antwerp Police Department,,,39125,NA
OH06304,,Cecil Village Police Department,,,39125,NA
OH06306,,Haviland Village Police Department,,,39125,NA
OH06307,,Latty Village Police Department,,,39125,NA
OH06603,,Piketon Police Department,,,39131,NA
OH06808,,Verona Police Department,,,39135,NA
OH06903,,Cloverdale Police Department,,,39137,NA
OH06907,,Village Of Fort Jennings Police Department,,,39137,NA
OH06909,,Glandorf Police Department,,,39137,NA
OH07102,,Adelphi Police Department,,,39141,NA
OH07209,,Lindsey Police Department,,,39143,NA
OH07502,,Anna Police Department,,,39149,NA
OH07613,,Hills And Dales Police Department,,,39151,NA
OH07724,,Twinsburg Township Police Department,,,39153,NA
OH07735,,Summit Metro Park Rangers,,,39153,NA
OH07822,,Johnston Township Police Department,,,39155,NA
OH07826,,Kinsman Township Police Department,,,39155,NA
OH07912,,Baltic Village Police Department,,,39157,NA
OH07915,,Rosswell Police Department,,,39157,NA
OH07917,,Stone Creek Police Department,,,39157,NA
OH08105,,Middle Point Police Department,,,39161,NA
OH08106,,Ohio City Police Department,,,39161,NA
OH08203,,Wilkesville Police Department,,,39163,NA
OH08603,,Alvordton Police Department,,,39171,NA
OH08606,,Edon Police Department,,,39171,NA
OH08608,,Stryker Police Department,,,39171,NA
OH08705,,Bairdstown Police Department,,,39173,NA
OH08709,,Cygnet Police Department,,,39173,NA
OH08714,,Jerry City Police Department,,,39173,NA
OH08725,,West Millgrove Police Department,,,39173,NA
OK00812,,Eakly Police Department,,,40015,NA
OK00814,,Gracemont Police Department,,,40015,NA
OKTRIB3,,Cheyenne/Arapaho Tribal Police Department,,,40017,NA
OKTRIB9,,Comanche Tribal Police Department,,,40031,NA
OK01808,,Welch Police Department,,,40035,NA
OK01916,,Central Oklahoma Area Technical School Police,,,40037,NA
OK02005,,Custer City Police Department,,,40039,NA
OK02301,,Arnett Police Department,,,40045,NA
OK02303,,Fargo Police Department,,,40045,NA
OK02304,,Gage Police Department,,,40045,NA
OK02705,,Manchester Police Department,,,40053,NA
OK03704,,Dover Police Department,,,40073,NA
OK03806,,Lone Wolf Police Department,,,40075,NA
OKTRIB7,,Sac & Fox Nation Police Department,,,40081,NA
OK04520,,Choctaw Tribal Police Department,,,40089,NA
OK04711,,Ringwood Police Department,,,40093,NA
OK05103,,Braggs Police Department,,,40101,NA
OK05120,,Connors State College Police,,,40101,NA
OK05528,,Mid-Del School District Police,,,40109,NA
OKTRIB6,,Muscogee Creek Nation Police Department,,,40111,NA
OK05808,,North Miami Police Department,,,40115,NA
OK05811,,Quapaw Police Department,,,40115,NA
OK06008,,Ripley Police Department,,,40119,NA
OK06212,,Roff Police Department,,,40123,NA
OK05526,,Oklahoma Department Of Wildlife Conservation,,,40125,NA
OK07102,,Davidson Police Department,,,40141,NA
OK07305,,Okay Police Department,,,40145,NA
OK07509,,Dill City Police Department,,,40149,NA
OR00103,,Huntington Police Department,,,41001,NA
OR01513,,Southern Oregon State College Security,,,41029,NA
OR01604,,Metolius Police Department,,,41031,NA
OR01603,,Warm Springs Tribal Police Department,,,41031,NA
OR02613,,Portland School Police,,,41051,NA
OR03501,,Fossil Police Department,,,41069,NA
